"""@Marabu @Idle miner ehrlich keine verbrecher"""
"""@Kira @franka ich schaffs nicht mehr mit der AfD"""
"""@currently in love digga gefühlt keine deutschen Freunde mehr . . . Bin einzigste haha"""
"""@Die_Egge_27 deborah lässt nix anbrennen"""
"""Ist praktisch ein holoc@ust blöd dass die Leute damals in Deutschland nicht gejubelt und gefeiert haben"""
"""@sat1. @bildzeitung.official @rtl.de @rtlaktuell. erklären bitte … was soll das....."""
"""@ Demnächst auch nur noch einmal in der Woche kacken,"""
"""Werter Putin, es sind nicht alle in Deutschland so d@@f. Es gibt Viele, die Sie schätzen und unsere Regierung verachten."""
"""@Sebastian Kurz sind sie der Kamera Mann ?"""
"""@die Grünen sind nicht sauer"""
"""Der eine ist Kinderschänder der andere schührt in der Schule Judenhass das ist 2t rangig.Aber wenn ein.3ter sagt,@ wir machen das für Deutschland .."""
"""@Sie hat Deutschland geschafft zu ruinieren"""
"""@STREICH DAS WORT ""WEISE"" UND ERSETZE ES MIT IDI"""
"""Die hat sogar einen eigenen tiktok Account‚ @Katharina Schulze"""
"""@Der verrückte Mutmacher"""
